show_id,type,$=TRIM(PROPER(C2))$,director,cast,country,date_added,release_year,rating,genres,language,description,popularity,vote_count,vote_average,budget,revenue,Data_Quality_Notes
279641,Movie,Whiskey Tango Foxtrot,"Glenn Ficarra, John Requa","Tina Fey, Margot Robbie, Billy Bob Thornton, Martin Freeman, Josh Charles",United States of America,2016-03-04,2016,6.301,"Comedy, Drama, War",en,"In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",10.185,976,6.301,35000000,48000000,
400387,Movie,Riphagen the Untouchable,Pieter Kuijpers,"Jeroen van Koningsbrugge, Kay Greidanus, Lisa Zweerman, Anna Raadsveld, Antoinette Jelgersma",Netherlands,2016-09-22,2016,6.5,"Drama, History, Thriller",nl,"Amsterdam, Netherlands, 1944, during World War II. Andries Riphagen, a powerful underworld boss, has made his fortune by putting his many criminal talents at the service of the Nazi occupiers. But the long battle is about to end and the freedom fighters, who have been persecuted and murdered for years, are abandoning their hideouts to mercilessly hunt down those who have collaborated with the killers.",10.168,173,6.5,2577217,0,
396292,Movie,Ali Wong: Baby Cobra,Jaime Eliezer Karas,Ali Wong,United States of America,2016-05-06,2016,7.2,Comedy,en,"Ali Wong might be seven-months pregnant, but there’s not a fetus in the world that can stop this acerbic and savage train of comedy from delivering a masterful hour of stand-up.",10.146,170,7.2,0,0,
410199,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Gray Powell, Jacob Neayem, Shaun Benson",United States of America,2016-09-16,2016,6.1,"Science Fiction, Thriller",en,Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,10.138,1185,6.1,2000000,0,
400605,Movie,Dead Rising: Endgame,Pat Williams,"Jesse Metcalfe, Keegan Connor Tracy, Marie Avgeropoulos, Jessica Harmon, Dennis Haysbert",United States of America,2016-06-20,2016,5.164,"Action, Horror",en,Investigative reporter Chase Carter must stop a secret government conspiracy in the zombie infested quarantine zone of East Mission City.,10.12,183,5.164,0,0,
380225,Movie,Like Crazy,Paolo Virzì,"Valeria Bruni Tedeschi, Micaela Ramazzotti, Valentina Carnelutti, Tommaso Ragno, Sergio Albelli","France, Italy",2016-05-17,2016,7.4,"Drama, Comedy",it,Two mental patients with opposite personalities ditch their Tuscan hospital and embark on an unpredictable exploration of the real world.,10.115,874,7.4,0,0,
392142,Movie,Max & Leon,Jonathan Barré,"Grégoire Ludig, David Marsais, Bernard Farcy, Dominique Pinon, Julien Pestel","Belgium, France",2016-11-01,2016,6.3,"Comedy, War, Adventure",fr,"In this WW2 epic comedy – in the vein of “La Grande Vadrouille” – our two heroes, Max and Léon, two lazy and partier pals, will try by all possible means to avoid going in the battle zone… This will lead the duo to demented and wild adventures.",10.114,796,6.3,12156348,8750678,
371560,Movie,The Eyes of My Mother,Nicolas Pesce,"Kika Magalhães, Diana Agostini, Will Brill, Clara Wong, Olivia Bond",United States of America,2016-12-02,2016,6.2,"Drama, Horror",en,"A young, lonely woman is consumed by her deepest and darkest desires after tragedy strikes her quiet country life.",10.098,318,6.2,300000,48539,
434873,Movie,It Stains the Sands Red,Colin Minihan,"Brittany Allen, Juan Riedinger, Merwin Mondesir, Kristopher Higgins, Andrew Supanz",United States of America,2016-10-08,2016,5.6,"Comedy, Horror, Drama",en,"In the throes of a zombie apocalypse, a troubled woman from Las Vegas with a dark past, finds herself stranded in the desert with a lone and ravenous zombie on her tail.",10.092,232,5.6,0,0,
382475,Movie,The Pass,Ben A. Williams,"Russell Tovey, Arinzé Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper",United Kingdom,2016-03-16,2016,6.4,"Drama, Romance",en,"The night before their debut game, two professional soccer players share a kiss. In a sporting world where image is everything, this surprising ‘pass’ sets the men up for a contrasting decade of fame and failure, full of secrets and denial.",10.089,126,6.4,0,0,
410314,Movie,A Wish for Christmas,Christie Will Wolf,"Lacey Chabert, Paul Greene, Andrea Brooks, Colleen Wheeler, Kendall Cross","Canada, United States of America",2016-11-05,2016,5.9,"TV Movie, Romance, Drama, Fantasy",en,"Sara Shaw is the type of woman who prefers to sit on the sidelines at work, but when her big idea for a Christmas initiative is stolen, she makes a wish to Santa that she'll finally have the courage to stand up for herself. Santa grants her wish, but only gives her 48 hours. As the clock ticks, Sara will discover how to channel the Christmas magic and speak her mind all on her own.",10.079,257,5.9,0,0,
384737,Movie,Precious Cargo,Max Adams,"Bruce Willis, Mark-Paul Gosselaar, Claire Forlani, Jenna B. Kelly, Nick Loeb",Canada,2016-07-15,2016,5.1,"Action, Crime, Thriller",en,"After a botched heist, Eddie  a murderous crime boss, hunts down the seductive thief Karen who failed him. In order to win back Eddie’s trust, Karen recruits her ex-lover and premier thief Jack to steal a cargo of rare precious gems. But when the job goes down, allegiances are betrayed and lines are crossed as Jack, Karen, and Eddie face off in a fateful showdown.",10.063,286,5.1,10500000,567064,
401698,Movie,Hidden Kisses,Didier Bivel,"Patrick Timsit, Bérenger Anceaux, Jules Houplain, Bruno Putzulu, Barbara Schulz",France,2016-02-04,2016,7.6,"Drama, TV Movie",fr,"Nathan, 16, lives alone with his father Stephane. A newcomer in high school, he is invited to a party and falls in love with Louis, a boy in his class. They find themselves out of sight and kiss each other, but someone takes a picture of them. Soon, the photo is published on Facebook and a storm overtakes their lives as they face bullying and rejection.",10.062,305,7.6,0,0,
389868,Movie,Seoul Station,Yeon Sang-ho,"Ryu Seung-ryong, Shim Eun-kyung, Lee Joon, Kim Jae-rok, Jang Hyuk-jin",South Korea,2016-08-17,2016,6.534,"Animation, Horror, Science Fiction, Action, Thriller",ko,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",10.052,438,6.534,0,2021735,
379441,Movie,Greater,David Hunt,"Christopher Severio, Neal McDonough, Leslie Easterbrook, Nick Searcy, M.C. Gainey",United States of America,2016-08-26,2016,7.1,"Family, Drama",en,The incredible true story of the greatest walk-on in the history of college football.,10.052,105,7.1,0,0,
405882,Movie,Don't Kill It,Mike Mendez,"Dolph Lundgren, James Chalke, Kristina Klebe, Billy Slaughter, Miles Doleac",United States of America,2016-08-27,2016,6,"Fantasy, Horror, Action",en,Demon hunter Jebediah Huntley teams up with an FBI agent to battle a supernatural force in the southern state of Mississippi.,10.036,229,6,3500000,0,
377985,Movie,Fan,Maneesh Sharma,"Shah Rukh Khan, Deepika Amin, Yogendra Tiku, Shriya Pilgaonkar, Sayani Gupta",India,2016-04-14,2016,6.3,"Action, Adventure, Thriller",hi,"A man who bears a striking resemblance to a renowned movie star becomes an obsessive fan, but when his fierce love is spurned by the star, he decides to destroy the star's life and reputation.",10.034,250,6.3,12750000,28000000,
369860,Movie,Bibi & Tina: Girls vs. Boys,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Phil Laude, Kostja Ullmann",Germany,2016-01-21,2016,6.3,"Adventure, Comedy, Family, Fantasy",de,"At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?",10.024,63,6.3,0,0,
353571,Movie,Tallulah,Siân Heder,"Elliot Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit, Uzo Aduba",United States of America,2016-06-02,2016,6.7,"Drama, Comedy",en,"Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",10.023,723,6.7,0,0,
366901,Movie,Despite the Falling Snow,Shamim Sarif,"Rebecca Ferguson, Sam Reid, Charles Dance, Antje Traue, Oliver Jackson-Cohen","Canada, United Kingdom",2016-01-29,2016,5.8,"Drama, Romance, Thriller",en,"New York, 1961. Alexander Ivanov, a high-ranked Soviet bureaucrat, reluctantly defects to the West while is part of a diplomatic mission, feeling the grief of being unable to know the fate of his wife Katya, whom he has had to leave behind in Moscow. Only many years later, in 1991, he will finally find out the truth when his niece Lauren travels to Moscow to participate in a painting exhibition.",9.995,88,5.8,0,0,
384345,Movie,Doraemon: Nobita and the Birth of Japan,Shinnosuke Yakuwa,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Tomokazu Seki, Subaru Kimura",Japan,2016-03-05,2016,6.8,"Animation, Adventure, Fantasy, Science Fiction, Family",ja,"Doraemon and his friends travel to ancient Japan where they meet Kukuru. When Kukuru tells them that his tribe has been enslaved by Gigazombie, Doraemon decides to help him.",9.977,61,6.8,0,58400000,
369697,Movie,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Joseph Cedar,"Richard Gere, Lior Ashkenazi, Michael Sheen, Charlotte Gainsbourg, Dan Stevens","Israel, United States of America",2016-04-14,2016,5.5,"Comedy, Thriller, Drama",en,A financial schemer finds himself in the middle of an international scandal after he becomes a political adviser to the new Prime Minister of Israel.,9.975,188,5.5,0,3814868,
237584,Movie,Mojave,William Monahan,"Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins, Mark Wahlberg",United States of America,2016-01-22,2016,4.944,Thriller,en,"A suicidal artist goes into the desert, where he finds his doppelgänger, a homicidal drifter.",9.962,134,4.944,0,0,
369524,Movie,The Comedian,Taylor Hackford,"Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco, Harvey Keitel",United States of America,2016-12-09,2016,5.7,Comedy,en,"An aging comic icon, Jackie Burke, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in one another, resulting in surprising consequences.",9.959,156,5.7,15000000,0,
374671,Movie,After the Storm,Hirokazu Kore-eda,"Hiroshi Abe, Kirin Kiki, Yoko Maki, Taiyo Yoshizawa, Satomi Kobayashi",Japan,2016-05-21,2016,7.213,Drama,ja,"Ryota is an unpopular writer although he won a literary award 15 years ago. Now, Ryota works as a private detective. He is divorced from his ex-wife Kyoko and he has an 11-year-old son Shingo. His mother Yoshiko lives alone at her apartment. One day, Ryota, his ex-wife Kyoko, and son Shingo gather at Yoshiko's apartment. A typhoon passes and the family must stay there all night long.",9.947,336,7.213,0,272132,
419114,Movie,Bed-Rella,Choi Moo-yeon,"Lee Chae-dam, Park Joo-bin, Tae-Kwang, Kim Min-cheol, Joo-Hwang Kim",South Korea,2016-09-22,2016,9,"Romance, Drama",ko,"Min-cheol goes down to the countryside to focus on the foundation project. He meets Gyu-ri, a scenario writer. They fall in love and spend a hot night together but the next day she disappears. Will he be able to find the 'perfect size'?",9.944,3,9,0,0,
411802,Movie,Batman Unlimited: Mechs vs. Mutants,Curt Geda,"Carlos Alazraqui, Roger Craig Smith, Troy Baker, Chris Diamantopoulos, John DiMaggio",United States of America,2016-07-24,2016,6.5,"Animation, Action, Science Fiction",en,"Mr. Freeze turns Killer Croc and Bane into super-sized monsters, and they bash their way through downtown Gotham until the Caped Crusader and his team of heroes join the fight in their giant robot mechs.",9.938,96,6.5,0,0,
388045,Movie,The Legend of the Chupacabras,Alberto Rodríguez,"Benny Emmanuel, Emilio Treviño, Eduardo España, Mayté Cordero, Paul Louis",Mexico,2016-10-21,2016,7.2,"Animation, Adventure, Fantasy, Horror, Family",es,"Leo San Juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""El Chupacabras"".",9.931,141,7.2,1600000,5100000,
390584,Movie,King Cobra,Justin Kelly,"Garrett Clayton, Christian Slater, Keegan Allen, James Franco, Alicia Silverstone",United States of America,2016-10-21,2016,5.9,"Crime, Drama",en,"It’s 2006, YouTube is in its infancy, and internet porn is still behind a paywall. Taking the stage name Brent Corrigan, a fresh-faced, wannabe adult video performer is molded into a star by Stephen, a closeted gay porn mogul who runs the skin flick empire Cobra Video from his seemingly ordinary suburban home.",9.915,468,5.9,0,81757,
421632,Movie,I'll Be Home for Christmas,James Brolin,"James Brolin, Mena Suvari, Giselle Eisenberg, John Reardon, Jacob Blair","Canada, United States of America",2016-11-27,2016,6,"TV Movie, Family, Drama",en,"Jackie Foster, a dynamic Assistant District Attorney and single mom, is looking forward to wrapping up her latest case and spending Christmas with Gracie, her adorable and precocious, eight-year old daughter. But when Jackie’s estranged dad, Jack , a gruff retired police officer, unexpectedly shows up at her door, they will be forced to confront old wounds.",9.881,106,6,0,0,
405755,Movie,So Young 2: Never Gone,Zhou Tuo Ru,"Kris Wu, Liu Yifei, Jin Shijia, Li Meng, Li Qin",China,2016-07-08,2016,6.4,"Comedy, Drama, Romance",zh,"A wealthy young man pursues a young woman of modest means, but circumstances often separate them as the years pass.",9.86,50,6.4,0,0,
407806,Movie,13th,Ava DuVernay,"Jelani Cobb, Angela Davis, Henry Louis Gates, Jr., Michelle Alexander, Cory Booker",United States of America,2016-10-07,2016,7.9,Documentary,en,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,9.858,746,7.9,0,0,
407620,Movie,Planet of the Sharks,Mark Atkins,"Brandon Auret, Stephanie Beran, Lindsay Sullivan, Lauren Joseph, Dan Barnett",United States of America,2016-07-27,2016,3.6,"Action, Horror, Science Fiction",en,"In the near future, glacial melting has covered 98% of earth's landmass. Sharks have flourished and now dominate the planet, operating as one massive school led by a mutated alpha shark.",9.858,69,3.6,0,0,
370978,Movie,Kiki: Love to Love,Paco León,"Belén Cuesta, Candela Peña, Natalia de Molina, Alexandra Jiménez, Paco León",Spain,2016-04-01,2016,6.1,"Comedy, Romance",es,"Through five stories, the movie addresses sex and love: Paco and Ana are a marriage looking for reactivate the passion of their sexual relations, long time unsatisfied; Jose Luis tries to recover the affections of his wife Paloma, sit down on a wheelchair after an accident which has limited her mobility; Mª Candelaria and Antonio are a marriage trying by all way to be parents, but she has the trouble that no get an orgasm when make love with him; Álex try to satisfy Natalia's fantasies, while she starts to doubt if he finally will ask her in marriage; and finally, Sandra is a single woman in a permanent searching for a man to fall in love. All them love, fear, live and explore their diverse sexual paraphilias and the different sides of sexuality, trying to find the road to happiness.",9.849,362,6.1,0,0,
346134,Movie,Miss Stevens,Julia Hart,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Óscar Núñez",United States of America,2016-09-16,2016,6.5,"Comedy, Drama",en,"Stuck at a crossroads in her personal life, it falls on high school English teacher Miss Stevens to chaperone three of her students — Billy, Margot and Sam — on a weekend trip to a drama competition.",9.848,236,6.5,0,4611,
387808,Movie,Purpose of Hiking,Jo Hyung-woon,"Jin Hye-Kyung, Hong Seong-in, Jang Hee-gwan, Lee Chae-dam",South Korea,2016-03-03,2016,2.7,"Drama, Romance",ko,"To promote his restaurant located at the base of a hiking trail, its married owner joins a mountaineering club where he meets an attractive divorcée.",9.818,3,2.7,0,0,
370765,Movie,Jessica Darling's It List,Ali Scher,"Chloe East, Emma Rayne Lyle, Ashley Liao, Eva Bella, Jane Widdop",United States of America,2016-06-21,2016,5.8,Family,en,"Jessica Darling – a smart, witty, opinionated girl heading into 7th grade – was never too concerned about where she'd fit in the middle school hierarchy. But before her first day of school, her older sister — the super popular Bethany, now in college—decides to help out by giving her the “It List”—a cheat sheet on how to navigate the middle school maze and rise to the top of the popularity chain. The instructions appear simple enough to follow, but, like life, nothing is as easy as it seems.",9.818,135,5.8,0,0,
403368,Movie,Havenhurst,Andrew C. Erin,"Julie Benz, Fionnula Flanagan, Belle Shouse, Josh Stamberg, Danielle Harris",United States of America,2016-08-22,2016,5.2,"Horror, Mystery, Thriller",en,A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil.,9.812,122,5.2,0,0,
412511,Movie,Cup of Love,David Jackson,"Anna Hutchison, Nikolás Rincón, Taliana Vargas, Constanza Duque, Julián Arango",Colombia,2016-08-20,2016,5.1,Romance,en,"Zoe Walker is a food scientist who's been sent to Colombia to design a coffee flavor that appeals to millennials. In the village of Salento, Zoe meets Diego Valdez, a local plantation owner who is reluctant to work with her at first, but allows Zoe to use his coffee beans so long as she helps him with the final harvest. As Zoe spends time working the land with Diego, romance begins to brew despite their very different roots.",9.728,18,5.1,0,0,
408439,Movie,Hounds of Love,Ben Young,"Ashleigh Cummings, Emma Booth, Stephen Curry, Susie Porter, Damian de Montemas",Australia,2016-10-07,2016,6.1,"Crime, Drama, Horror",en,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",9.707,346,6.1,0,0,
403064,Movie,She and Her Cat: Everything Flows,Kazuya Sakamoto,"Kana Hanazawa, Shintaro Asanuma, Sayuri Yahagi, Akiko Hiramatsu, Hiromichi Tezuka",Japan,2016-05-21,2016,6.958,"Animation, Drama",ja,"This simple, charming series follows a young woman as she job hunts and experiences various changes in her life, all while her cat Daru remains the supportive constant.",9.701,59,6.958,0,0,
393277,Movie,The Icebreaker,Nikolay Khomeriki,"Pyotr Fyodorov, Sergey Puskepalis, Anna Mikhalkova, Olga Smirnova, Aleksandr Yatsenko",Russia,2016-10-20,2016,6,"Action, Adventure, Drama",ru,The story is based on the real events of 1985. The team of a Russian polar icebreaker “Mikhail Gromov” discovered a giant iceberg. The ship came into collision while attempting to take cover from the weather and is forced to drift with ice along the Amundsen Sea coast. The crew of “Gromov” spent 133 days of polar night trying to find a way out of their icy trap. They have no room for mistakes; one wrong move and the vessel is crushed by ice.,9.693,97,6,10000000,0,
417503,Movie,Burning 2,Hallvard Bræin,"Anders Baasmo Christiansen, Ida Husøy, Jonas Hoff Oftebro, Vegar Hoel, Stig Frode Henriksen",Norway,2016-10-12,2016,6.2,"Comedy, Action",no,"After two years in prison for participating in an illegal street race, Roy says no to a new illegal winter race from Bergen to Murmansk. But then he hears that his daughter will participate with a boyfriend.",9.686,54,6.2,0,0,
408360,Movie,The Last Princess,Hur Jin-ho,"Son Ye-jin, Park Hae-il, Ra Mi-ran, Jung Sang-hoon, Kim So-hyun",South Korea,2016-08-03,2016,6.8,"Action, Drama, History",ko,"Under the oppressive Japanese colonial rule, Deok-hye, the last Princess of the declining Joseon Dynasty, is forced to move to Japan. She spends her days missing home, while struggling to maintain dignity as a princess. After a series of failed tries, Deok-hye makes her final attempt to return home with help of her childhood sweetheart, Jang-han.",9.681,62,6.8,0,39695124,
403052,Movie,Mower Minions,"Glenn McCoy, Bruno Chauffard","Pierre Coffin, Dave Rosenbaum, Jody Gelb","France, United States of America",2016-07-08,2016,6.634,"Comedy, Animation",en,"The Minions need to raise $20 to purchase an as seen on TV banana blender. So they take up lawn mowing at an old folks home, with hilarious antics!",9.667,186,6.634,0,0,
385320,Movie,Zoombies,Glenn Miller,"Ione Butler, Andrew Asper, Aaron Groben, LaLa Nestor, Kim Nielsen",United States of America,2016-04-29,2016,5,"Science Fiction, Action, Horror",en,"When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city.",9.655,179,5,0,0,
385736,Movie,Kicks,Justin Tipping,"Jahking Guillory, Kofi Siriboe, Mahershala Ali, Christopher Meyer, C.J. Wallace","Russia, United States of America",2016-09-09,2016,6.8,"Drama, Crime, Action",en,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",9.643,143,6.8,0,0,
351454,Movie,Neruda,Pablo Larraín,"Gael García Bernal, Luis Gnecco, Mercedes Morán, Emilio Gutiérrez Caba, Diego Muñoz","United States of America, Argentina, Chile, France, Spain",2016-08-11,2016,6.3,Drama,es,"It’s 1948 and the Cold War has arrived in Chile. In the Congress, prominent Communist Senator and popular poet Pablo Neruda accuses the government of betraying the Party and is stripped of his parliamentary immunity by President González Videla. The Chief of Investigative Police instructs inspector Óscar Peluchonneau to arrest the poet. Neruda tries to escape from the country with his wife, the painter Delia del Carril, but they are forced to go underground.",9.631,259,6.3,0,939101,
255160,Movie,On the Milky Road,Emir Kusturica,"Monica Bellucci, Emir Kusturica, Sergej Trifunović, Miki Manojlović, Bajram Severdžan","Serbia, United Kingdom, United States of America",2016-02-03,2016,6.6,"Comedy, Drama",sr,"Spring in wartime. Each day a milkman crosses the frontline on a donkey, dodging bullets to bring his precious wares to the soldiers. Blessed with good fortune on his mission, loved by a beautiful villager, a peaceful future seems to await him… until the arrival of a mysterious Italian woman turns his life upside down. Thus begins a story of passionate, forbidden love that will plunge them both into a series of fantastic and dangerous adventures. They have been joined by fate, and nothing and no one seems able to stop them… Two-times Palme D'Or winner Emir Kusturica directs and stars in this story of love and war, rich in emotion, comedy and adventure.",9.631,100,6.6,0,0,
428099,Movie,"My Tomorrow, Your Yesterday",Takahiro Miki,"Sota Fukushi, Nana Komatsu, Masahiro Higashide, Yuki Yamada, Kaya Kiyohara",Japan,2016-12-17,2016,7.519,"Romance, Drama",ja,"Takatoshi Minamiyama majors in art at an university in Kyoto. On the train to the school, he sees Emi Fukuju and falls in love with her at first sight. Gathering up all his courage, he speaks to her. They begin to date and enjoy happy days together, but Emi reveals her secret to him.",9.624,187,7.519,0,0,
420260,Movie,The Drowning,Bette Gordon,"Julia Stiles, Josh Charles, Avan Jogia, Tracie Thoms, Leo Fitzpatrick",United States of America,2016-10-08,2016,4.5,"Drama, Thriller",en,"A psychiatrist faces his past, present and future when he finds himself involved in the treatment of a young man recently released from prison for a murder committed when the boy was just 11 years old.",9.598,121,4.5,0,0,
381034,Movie,I Am Not a Serial Killer,Billy O'Brien,"Max Records, Christopher Lloyd, Laura Fraser, Christina Baldwin, Karl Geary","Ireland, United Kingdom, United States of America",2016-08-26,2016,6.3,"Drama, Horror, Mystery, Thriller",en,"In a small Midwestern town, a troubled teen with homicidal tendencies must hunt down and destroy a supernatural killer while keeping his own inner demons at bay.",9.589,487,6.3,0,0,
418718,Movie,Esteros,Papu Curotto,"Ignacio Rogers, Esteban Masturini, Joaquín Parada, Blas Finardi Niz, Renata Calmon",Argentina,2016-05-27,2016,6.6,"Drama, Romance",es,"Childhood friends Matías and Jerónimo reach adolescence and experience sexual attraction to each other, before being separated by circumstances. Later, as young adults, they meet again, and the film follows themes of complicated relationships and sexual tensions, as well as issues of homophobia.",9.587,118,6.6,0,0,
362703,Movie,Diablo,Lawrence Roeck,"Scott Eastwood, Walton Goggins, Camilla Belle, Danny Glover, Adam Beach","Canada, United States of America",2016-01-08,2016,4.9,"Action, Adventure, Thriller, Western",en,A young civil war veteran is forced on a desperate journey to save his kidnapped wife.,9.587,172,4.9,0,0,
419546,Movie,HyperNormalisation,Adam Curtis,"Adam Curtis, Donald Trump, Vladimir Putin, Ronald Reagan, Henry Kissinger",United Kingdom,2016-10-25,2016,7.436,Documentary,en,"We live in a world where the powerful deceive us. We know they lie. They know we know they lie. They do not care. We say we care, but we do nothing, and nothing ever changes. It is normal. Welcome to the post-truth world. How we got to where we are now…",9.577,132,7.436,36501,0,
334517,Movie,The Siege of Jadotville,Richie Smyth,"Jamie Dornan, Guillaume Canet, Mark Strong, Jason O'Mara, Michael McElhatton",Ireland,2016-09-19,2016,7.1,"War, Drama, Thriller",en,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,9.575,882,7.1,0,0,
368942,Movie,A Quiet Passion,Terence Davies,"Cynthia Nixon, Jennifer Ehle, Keith Carradine, Emma Bell, Sara Vertongen","Belgium, United States of America, United Kingdom",2016-10-07,2016,6.067,Drama,en,"The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",9.573,179,6.067,8138338,1864266,
340487,Movie,Certain Women,Kelly Reichardt,"Laura Dern, Kristen Stewart, Michelle Williams, Lily Gladstone, James Le Gros",United States of America,2016-09-25,2016,6,Drama,en,Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.,9.572,349,6,2000000,1215691,
427177,Movie,Two Sisters-In-Law,Park Joo-yeong,"Ha Bin, Jeong Hyang, Wi Ji-Woong",South Korea,2016-10-25,2016,8.5,Drama,ko,"A man looks after his young sisters-in-law for years after his wife passes away. The two sisters grow up and fall in love with their brother-in-law. The youngest sister exposes herself in front of him and seduces him in anyway possible. The first sister is more feminine but she also can't help but feel attracted to her brother-in-law and think about having sex with him...  At first, the man laughs it off but soon he feels attracted to them too and wants to have sex with them. Who will he choose between the first and second sister...?",9.568,1,8.5,0,0,
413666,Movie,Taekwondo,"Marco Berger, Martín Farina","Gabriel Epstein, Lucas Papa, Francisco Bertín, Gaston Re, Juan Manuel Martino",Argentina,2016-08-18,2016,7,"Drama, Romance, Comedy",es,"Fernando is on holiday with his closest male friends in a beautiful country house in a suburb of Buenos Aires. On their own without their girlfriends in a “men only” environment, the hunky young studs bask in the hot sun, play in the pool, smoke pot, and drink, most often semi-clad or naked. In this freewheeling and testosterone-infused environment, they talk of their desires and strengthen their individual bonds.",9.556,83,7,0,2186,
603966,Movie,The Temptation Came at Stormy Night,Shinji Imaoka,"Jun'ichi Haruta, Yumi Ishikawa, Junko Maru, Takuya Matsunaga, Tasuku Nagaoka",,2016-08-09,2016,3.3,"Drama, Mystery",ja,"Romantic fantasy about the ruckus that ensues after a mother and daughter switch bodies. Director Imaoka Shinji wrote the script for The Drudgery Train and has worked on numerous erotic films.  Housewife Suda Sawako (Takaki Mio) is dissatisfied with her husband Kenzo (Haruta Junichi). Meanwhile, her daughter Yasuko (Ishikawa Yumi) is going out with Kitamura Mitsuru (Nagaoka Tasuku), a struggling musician. When Sawako visits Yasuko's apartment one day, her built-up frustrations explode and she gets into a physical altercation with her daughter.",9.555,3,3.3,0,0,
316000,Movie,Miles Ahead,Don Cheadle,"Don Cheadle, Ewan McGregor, Emayatzy Corinealdi, Michael Stuhlbarg, LaKeith Stanfield",United States of America,2016-01-22,2016,6.4,"Drama, Music, History",en,An exploration of the life and music of Miles Davis.,9.551,222,6.4,0,3460466,
430161,Movie,The Lighthouse of the Orcas,Gerardo Olivares,"Maribel Verdú, Joaquín Furriel, Ana Celentano, Osvaldo Santoro, Joaquín Rapalini","Argentina, Spain",2016-12-16,2016,7,"Romance, Drama",es,A mother travels to Patagonia with her autistic son with the hope that a ranger and a pod of wild orcas can help him find an emotional connection.,9.537,205,7,6000000,0,
418579,Movie,Young Sister-In-Law,Choi Woo-seong,"Do Mo-Se, Kang Ye-na, Ah Ri, Si Hyeon",South Korea,2016-09-27,2016,4,Romance,ko,"Three men and women start living together. Byeong-soo is chosen in a scenario contest and is picked to write a script for a movie, so he leaves the noisy city and moves in with his married senior from school. At the house is Ji-eun, the senior's wife and a young and sexy Bo-yeong.  The three living together leads to some risky situations!",9.536,1,4,0,0,
409164,Movie,Boys in the Trees,Nicholas Verso,"Toby Wallace, Gulliver McGrath, Justin Holborow, Mitzi Ruhlmann, Terence Crawford",Australia,2016-09-09,2016,6.6,"Drama, Horror, Thriller",en,"On Halloween 1997, two estranged teen skaters embark on a surreal journey through their memories, dreams and fears.",9.515,154,6.6,0,0,
347035,Movie,Swallows and Amazons,Philippa Lowthorpe,"Dane Hughes, Orla Hill, Teddie-Rose Malleson-Allen, Bobby McCulloch, Seren Hawkes",United Kingdom,2016-08-19,2016,6.3,"Adventure, Family",en,"Four children dream of escaping the tedium of a summer holiday with their mother. When finally given permission to camp on their own on an island in the middle of a vast lake, they are overjoyed. But when they get there they discover they may not be alone… The battle for ownership of a lonely island teaches them the skills of survival, the value of friendship and the importance of holding your nerve.",9.506,89,6.3,0,0,
